"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033555","GO:0033555","multicellular organismal response to stress","2/218","109/28943",0.198397909929386,0.416852439168573,0.361951128938377,"Crhr1/Reln",2
"GO:0046916","GO:0046916","cellular transition metal ion homeostasis","2/218","110/28943",0.201134687295002,0.419755881023093,0.364472174656969,"Ccdc22/Ankrd9",2
"GO:2000243","GO:2000243","positive regulation of reproductive process","2/218","110/28943",0.201134687295002,0.419755881023093,0.364472174656969,"Fgf9/Src",2
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","3/218","205/28943",0.201430739880896,0.419755881023093,0.364472174656969,"Akr1c18/Dkkl1/Egr1",3
"GO:0048736","GO:0048736","appendage development","3/218","205/28943",0.201430739880896,0.419755881023093,0.364472174656969,"Fgf9/Lnpk/Nog",3
"GO:0060173","GO:0060173","limb development","3/218","205/28943",0.201430739880896,0.419755881023093,0.364472174656969,"Fgf9/Lnpk/Nog",3
"GO:0001963","GO:0001963","synaptic transmission, dopaminergic","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Nat8l",1
"GO:0043950","GO:0043950","positive regulation of cAMP-mediated signaling","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Crhr1",1
"GO:0045932","GO:0045932","negative regulation of muscle contraction","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Tnnt1",1
"GO:0046885","GO:0046885","regulation of hormone biosynthetic process","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Egr1",1
"GO:0048261","GO:0048261","negative regulation of receptor-mediated endocytosis","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Ankrd13d",1
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Nog",1
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Scn4b",1
"GO:0090330","GO:0090330","regulation of platelet aggregation","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Prkca",1
"GO:1900078","GO:1900078","positive regulation of cellular response to insulin stimulus","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Src",1
"GO:1900273","GO:1900273","positive regulation of long-term synaptic potentiation","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Reln",1
"GO:1903523","GO:1903523","negative regulation of blood circulation","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Prkca",1
"GO:1904861","GO:1904861","excitatory synapse assembly","1/218","30/28943",0.203024057377711,0.419755881023093,0.364472174656969,"Reln",1
"GO:0051048","GO:0051048","negative regulation of secretion","3/218","206/28943",0.203360090979968,0.419755881023093,0.364472174656969,"Cartpt/Crhr1/Npy1r",3
"GO:0061351","GO:0061351","neural precursor cell proliferation","3/218","206/28943",0.203360090979968,0.419755881023093,0.364472174656969,"Pou3f2/Emx1/Nog",3
"GO:0071496","GO:0071496","cellular response to external stimulus","4/218","308/28943",0.203418758120424,0.419755881023093,0.364472174656969,"Elapor1/Cartpt/Cadps2/Map1lc3a",4
"GO:0021549","GO:0021549","cerebellum development","2/218","111/28943",0.203875882277021,0.420323199654233,0.364964774914793,"Atp2b2/Dab1",2
"GO:0002026","GO:0002026","regulation of the force of heart contraction","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Prkca",1
"GO:0006779","GO:0006779","porphyrin-containing compound biosynthetic process","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Ank1",1
"GO:0007288","GO:0007288","sperm axoneme assembly","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Armc2",1
"GO:0030947","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Fgf9",1
"GO:0033014","GO:0033014","tetrapyrrole biosynthetic process","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Ank1",1
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Nell1",1
"GO:0035767","GO:0035767","endothelial cell chemotaxis","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Nr4a1",1
"GO:0043276","GO:0043276","anoikis","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Src",1
"GO:0043552","GO:0043552","positive regulation of phosphatidylinositol 3-kinase activity","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Src",1
"GO:0060037","GO:0060037","pharyngeal system development","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Nog",1
"GO:0060295","GO:0060295","regulation of cilium movement involved in cell motility","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Gas2l2",1
"GO:0060384","GO:0060384","innervation","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Gabrb2",1
"GO:0098884","GO:0098884","postsynaptic neurotransmitter receptor internalization","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Arc",1
"GO:0140239","GO:0140239","postsynaptic endocytosis","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Arc",1
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Src",1
"GO:1902019","GO:1902019","regulation of cilium-dependent cell motility","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Gas2l2",1
"GO:1903319","GO:1903319","positive regulation of protein maturation","1/218","31/28943",0.209033145175298,0.424444710579102,0.368543464618908,"Src",1
"GO:0002027","GO:0002027","regulation of heart rate","2/218","113/28943",0.209370646137415,0.424444710579102,0.368543464618908,"Scn4b/Kcnh2",2
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","2/218","113/28943",0.209370646137415,0.424444710579102,0.368543464618908,"Prkca/Mturn",2
"GO:0009991","GO:0009991","response to extracellular stimulus","5/218","420/28943",0.211252278262364,0.427883236129301,0.371529121143458,"Elapor1/Cartpt/Cadps2/Pcsk1n/Map1lc3a",5
"GO:0001708","GO:0001708","cell fate specification","2/218","114/28943",0.212123783110983,0.428519761503536,0.372081813310168,"Pou3f2/Tbr1",2
"GO:0006805","GO:0006805","xenobiotic metabolic process","2/218","114/28943",0.212123783110983,0.428519761503536,0.372081813310168,"Gstm5/Grin1",2
"GO:0048477","GO:0048477","oogenesis","2/218","114/28943",0.212123783110983,0.428519761503536,0.372081813310168,"Mei1/Src",2
"GO:0008361","GO:0008361","regulation of cell size","3/218","211/28943",0.213070284901727,0.429807957113262,0.373200347859621,"Atp2b2/Fstl4/Dcx",3
"GO:0022011","GO:0022011","myelination in peripheral nervous system","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Pou3f2",1
"GO:0032292","GO:0032292","peripheral nervous system axon ensheathment","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Pou3f2",1
"GO:0036297","GO:0036297","interstrand cross-link repair","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Dclre1a",1
"GO:0043247","GO:0043247","telomere maintenance in response to DNA damage","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Dclre1a",1
"GO:0045745","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Gas2l2",1
"GO:0051150","GO:0051150","regulation of smooth muscle cell differentiation","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Fgf9",1
"GO:0055022","GO:0055022","negative regulation of cardiac muscle tissue growth","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Nog",1
"GO:0060977","GO:0060977","coronary vasculature morphogenesis","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Fgf9",1
"GO:0061117","GO:0061117","negative regulation of heart growth","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Nog",1
"GO:0098810","GO:0098810","neurotransmitter reuptake","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Nat8l",1
"GO:1904752","GO:1904752","regulation of vascular associated smooth muscle cell migration","1/218","32/28943",0.214997131559907,0.429807957113262,0.373200347859621,"Fgf9",1
"GO:0031345","GO:0031345","negative regulation of cell projection organization","3/218","213/28943",0.216982439291919,0.433026373223578,0.375994884331198,"Tbc1d30/Fstl4/Dab1",3
"GO:1902115","GO:1902115","regulation of organelle assembly","3/218","213/28943",0.216982439291919,0.433026373223578,0.375994884331198,"Elapor1/Tbc1d30/Src",3
"GO:0009410","GO:0009410","response to xenobiotic stimulus","4/218","317/28943",0.217499936387621,0.433589512955358,0.376483856069193,"Emx1/Kcnh2/Gstm5/Grin1",4
"GO:0001942","GO:0001942","hair follicle development","2/218","116/28943",0.217640509753925,0.433589512955358,0.376483856069193,"Barx2/Wnt10a",2
"GO:0006939","GO:0006939","smooth muscle contraction","2/218","117/28943",0.220403685279633,0.435229741681752,0.377908059416592,"Chrm2/Npy1r",2
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","2/218","117/28943",0.220403685279633,0.435229741681752,0.377908059416592,"ND3/Dmac2l",2
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Coil",1
"GO:0007020","GO:0007020","microtubule nucleation","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Eml2",1
"GO:0009584","GO:0009584","detection of visible light","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Cacnb4",1
"GO:0021697","GO:0021697","cerebellar cortex formation","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Atp2b2",1
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Dcx",1
"GO:0040036","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Nog",1
"GO:0048566","GO:0048566","embryonic digestive tract development","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Fgf9",1
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Nog",1
"GO:0062149","GO:0062149","detection of stimulus involved in sensory perception of pain","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Scn1a",1
"GO:0099068","GO:0099068","postsynapse assembly","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Reln",1
"GO:1903792","GO:1903792","negative regulation of anion transport","1/218","33/28943",0.220916353493425,0.435229741681752,0.377908059416592,"Prkca",1
"GO:0015833","GO:0015833","peptide transport","4/218","320/28943",0.222252163832464,0.436370844222548,0.378898873704975,"Cartpt/Crhr1/Cplx1/Rims2",4
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","4/218","320/28943",0.222252163832464,0.436370844222548,0.378898873704975,"Ptpn4/Reln/Prkca/Src",4
"GO:0034504","GO:0034504","protein localization to nucleus","4/218","320/28943",0.222252163832464,0.436370844222548,0.378898873704975,"Cabp1/Fgf9/Cacnb4/Src",4
"GO:0072503","GO:0072503","cellular divalent inorganic cation homeostasis","4/218","320/28943",0.222252163832464,0.436370844222548,0.378898873704975,"Prkca/Cacnb4/Atp2b2/Grin1",4
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","2/218","118/28943",0.223169797667243,0.437056641102147,0.379494348101834,"ND3/Dmac2l",2
"GO:0035282","GO:0035282","segmentation","2/218","118/28943",0.223169797667243,0.437056641102147,0.379494348101834,"Tcap/Nog",2
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling","2/218","118/28943",0.223169797667243,0.437056641102147,0.379494348101834,"Myorg/Src",2
"GO:0009416","GO:0009416","response to light stimulus","4/218","322/28943",0.225435593625447,0.437900185206272,0.380226793715938,"Crhr1/Cacnb4/Nog/Grin1",4
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","4/218","322/28943",0.225435593625447,0.437900185206272,0.380226793715938,"Ptpn4/Reln/Prkca/Src",4
"GO:0008585","GO:0008585","female gonad development","2/218","119/28943",0.225938647029979,0.437900185206272,0.380226793715938,"Nefh/Src",2
"GO:0022404","GO:0022404","molting cycle process","2/218","119/28943",0.225938647029979,0.437900185206272,0.380226793715938,"Barx2/Wnt10a",2
"GO:0022405","GO:0022405","hair cycle process","2/218","119/28943",0.225938647029979,0.437900185206272,0.380226793715938,"Barx2/Wnt10a",2
"GO:0048709","GO:0048709","oligodendrocyte differentiation","2/218","119/28943",0.225938647029979,0.437900185206272,0.380226793715938,"Dusp15/Dlx1",2
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Fgf9",1
"GO:0010614","GO:0010614","negative regulation of cardiac muscle hypertrophy","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Mlip",1
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Cdh12",1
"GO:0032205","GO:0032205","negative regulation of telomere maintenance","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Src",1
"GO:0035929","GO:0035929","steroid hormone secretion","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Crhr1",1
"GO:0060117","GO:0060117","auditory receptor cell development","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Atp2b2",1
"GO:0060402","GO:0060402","calcium ion transport into cytosol","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Grin1",1
"GO:0060512","GO:0060512","prostate gland morphogenesis","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Nog",1
"GO:1903959","GO:1903959","regulation of anion transmembrane transport","1/218","34/28943",0.2267911454318,0.437900185206272,0.380226793715938,"Prkca",1
"GO:0003341","GO:0003341","cilium movement","3/218","218/28943",0.226827360780882,0.437900185206272,0.380226793715938,"Catsperz/Gas2l2/Armc2",3
"GO:0035265","GO:0035265","organ growth","3/218","218/28943",0.226827360780882,0.437900185206272,0.380226793715938,"Fgf9/Sorbs2/Nog",3
"GO:0009314","GO:0009314","response to radiation","5/218","432/28943",0.227496617101883,0.438824996366257,0.381029803155152,"Crhr1/Cacnb4/Egr1/Nog/Grin1",5
"GO:0048608","GO:0048608","reproductive structure development","4/218","324/28943",0.228630858142135,0.439881016263352,0.381946740560381,"Fgf9/Nefh/Src/Nog",4
"GO:0055074","GO:0055074","calcium ion homeostasis","4/218","324/28943",0.228630858142135,0.439881016263352,0.381946740560381,"Prkca/Cacnb4/Atp2b2/Grin1",4
"GO:0098773","GO:0098773","skin epidermis development","2/218","120/28943",0.228710036298846,0.439881016263352,0.381946740560381,"Barx2/Wnt10a",2
"GO:0045216","GO:0045216","cell-cell junction organization","3/218","219/28943",0.22880677048809,0.439881016263352,0.381946740560381,"Cdh12/Shroom2/Prkca",3
"GO:0070588","GO:0070588","calcium ion transmembrane transport","4/218","325/28943",0.230232824735813,0.441259500250857,0.383143672108859,"Cabp1/Cacnb4/Atp2b2/Grin1",4
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","2/218","121/28943",0.23148377119186,0.441259500250857,0.383143672108859,"Reln/Parp6",2
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","4/218","326/28943",0.231837625672918,0.441259500250857,0.383143672108859,"Dusp15/Prkca/Src/Mturn",4
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Atg9a",1
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Nog",1
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Lss",1
"GO:0014002","GO:0014002","astrocyte development","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Pou3f2",1
"GO:0014044","GO:0014044","Schwann cell development","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Pou3f2",1
"GO:0021846","GO:0021846","cell proliferation in forebrain","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Pou3f2",1
"GO:0032104","GO:0032104","regulation of response to extracellular stimulus","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Cartpt",1
"GO:0032107","GO:0032107","regulation of response to nutrient levels","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Cartpt",1
"GO:0042403","GO:0042403","thyroid hormone metabolic process","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Reln",1
"GO:0046475","GO:0046475","glycerophospholipid catabolic process","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Pla2g4b",1
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Src",1
"GO:1990089","GO:1990089","response to nerve growth factor","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Tmem108",1
"GO:1990090","GO:1990090","cellular response to nerve growth factor stimulus","1/218","35/28943",0.232621839343588,0.441259500250857,0.383143672108859,"Tmem108",1
"GO:0048469","GO:0048469","cell maturation","3/218","221/28943",0.232775384397613,0.441259500250857,0.383143672108859,"Catsperz/Kcnip2/Cabyr",3
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","2/218","122/28943",0.234259660183573,0.441894551139413,0.383695083986176,"ND3/Dmac2l",2
"GO:0042542","GO:0042542","response to hydrogen peroxide","2/218","122/28943",0.234259660183573,0.441894551139413,0.383695083986176,"Cyp11a1/Src",2
"GO:0043534","GO:0043534","blood vessel endothelial cell migration","2/218","122/28943",0.234259660183573,0.441894551139413,0.383695083986176,"Nr4a1/Prkca",2
"GO:0046545","GO:0046545","development of primary female sexual characteristics","2/218","122/28943",0.234259660183573,0.441894551139413,0.383695083986176,"Nefh/Src",2
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","2/218","122/28943",0.234259660183573,0.441894551139413,0.383695083986176,"Kcnh2/Kcnj9",2
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","2/218","122/28943",0.234259660183573,0.441894551139413,0.383695083986176,"Kcnh2/Kcnj9",2
"GO:0007623","GO:0007623","circadian rhythm","3/218","222/28943",0.234764432465374,0.442310920848493,0.384056615962715,"Cartpt/Rorb/Egr1",3
"GO:0010631","GO:0010631","epithelial cell migration","4/218","328/28943",0.235055565219009,0.442310920848493,0.384056615962715,"Dnaja4/Nr4a1/Prkca/Src",4
"GO:0061458","GO:0061458","reproductive system development","4/218","328/28943",0.235055565219009,0.442310920848493,0.384056615962715,"Fgf9/Nefh/Src/Nog",4
"GO:0030316","GO:0030316","osteoclast differentiation","2/218","123/28943",0.237037514474899,0.44248513292706,0.384207883539888,"Cartpt/Src",2
"GO:1903008","GO:1903008","organelle disassembly","2/218","123/28943",0.237037514474899,0.44248513292706,0.384207883539888,"Atg9a/Map1lc3a",2
"GO:0090132","GO:0090132","epithelium migration","4/218","330/28943",0.238284346573905,0.44248513292706,0.384207883539888,"Dnaja4/Nr4a1/Prkca/Src",4
"GO:0001964","GO:0001964","startle response","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Grin1",1
"GO:0006471","GO:0006471","protein ADP-ribosylation","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Parp6",1
"GO:0007026","GO:0007026","negative regulation of microtubule depolymerization","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Gas2l2",1
"GO:0010719","GO:0010719","negative regulation of epithelial to mesenchymal transition","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Nog",1
"GO:0014741","GO:0014741","negative regulation of muscle hypertrophy","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Mlip",1
"GO:0031069","GO:0031069","hair follicle morphogenesis","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Wnt10a",1
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Lnpk",1
"GO:0042178","GO:0042178","xenobiotic catabolic process","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Gstm5",1
"GO:0048009","GO:0048009","insulin-like growth factor receptor signaling pathway","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Myorg",1
"GO:0048665","GO:0048665","neuron fate specification","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Pou3f2",1
"GO:0071985","GO:0071985","multivesicular body sorting pathway","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Exph5",1
"GO:0090183","GO:0090183","regulation of kidney development","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Nog",1
"GO:0120033","GO:0120033","negative regulation of plasma membrane bounded cell projection assembly","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Tbc1d30",1
"GO:1902745","GO:1902745","positive regulation of lamellipodium organization","1/218","36/28943",0.238408764728364,0.44248513292706,0.384207883539888,"Src",1
"GO:0035264","GO:0035264","multicellular organism growth","3/218","224/28943",0.238751623209675,0.442765269087395,0.384451124528694,"Etnk2/Pou3f2/Npy1r",3
"GO:0046620","GO:0046620","regulation of organ growth","2/218","124/28943",0.239817147963238,0.444027416012191,0.385547041120252,"Fgf9/Nog",2
"GO:0061387","GO:0061387","regulation of extent of cell growth","2/218","124/28943",0.239817147963238,0.444027416012191,0.385547041120252,"Fstl4/Dcx",2
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","3/218","225/28943",0.240749611941963,0.444210755205798,0.38570623373104,"Vwc2/Rell2/Src",3
"GO:2000241","GO:2000241","regulation of reproductive process","3/218","225/28943",0.240749611941963,0.444210755205798,0.38570623373104,"Rspo1/Fgf9/Src",3
"GO:0090130","GO:0090130","tissue migration","4/218","332/28943",0.241523640402874,0.444210755205798,0.38570623373104,"Dnaja4/Nr4a1/Prkca/Src",4
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","2/218","125/28943",0.242598377212884,0.444210755205798,0.38570623373104,"Gas2l2/Eml2",2
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","2/218","125/28943",0.242598377212884,0.444210755205798,0.38570623373104,"Syndig1/Prkca",2
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","2/218","125/28943",0.242598377212884,0.444210755205798,0.38570623373104,"Emx1/Nog",2
"GO:0008217","GO:0008217","regulation of blood pressure","3/218","226/28943",0.242750427572071,0.444210755205798,0.38570623373104,"Cartpt/Trhde/Npy1r",3
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","3/218","226/28943",0.242750427572071,0.444210755205798,0.38570623373104,"Cartpt/Prkca/Mturn",3
"GO:0046395","GO:0046395","carboxylic acid catabolic process","3/218","226/28943",0.242750427572071,0.444210755205798,0.38570623373104,"Gls2/Cyp4f15/Gad1",3
"GO:0003203","GO:0003203","endocardial cushion morphogenesis","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Nog",1
"GO:0009954","GO:0009954","proximal/distal pattern formation","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Dlx1",1
"GO:0016540","GO:0016540","protein autoprocessing","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Pcsk1",1
"GO:0019934","GO:0019934","cGMP-mediated signaling","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Pde11a",1
"GO:0033005","GO:0033005","positive regulation of mast cell activation","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Crhr1",1
"GO:0033146","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Src",1
"GO:0033687","GO:0033687","osteoblast proliferation","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Nell1",1
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Nr4a1",1
"GO:0045671","GO:0045671","negative regulation of osteoclast differentiation","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Cartpt",1
"GO:0051953","GO:0051953","negative regulation of amine transport","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Crhr1",1
"GO:0055075","GO:0055075","potassium ion homeostasis","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Kcnh2",1
"GO:0061384","GO:0061384","heart trabecula morphogenesis","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Nog",1
"GO:1904738","GO:1904738","vascular associated smooth muscle cell migration","1/218","37/28943",0.244152248635003,0.444210755205798,0.38570623373104,"Fgf9",1
"GO:0048640","GO:0048640","negative regulation of developmental growth","2/218","126/28943",0.24538102142573,0.445598574870841,0.386911271407027,"Fstl4/Nog",2
"GO:0051261","GO:0051261","protein depolymerization","2/218","126/28943",0.24538102142573,0.445598574870841,0.386911271407027,"Shroom2/Gas2l2",2
"GO:0030099","GO:0030099","myeloid cell differentiation","5/218","445/28943",0.24549449010006,0.445598574870841,0.386911271407027,"Cartpt/Ank1/Prkca/Src/Mturn",5
"GO:0016054","GO:0016054","organic acid catabolic process","3/218","228/28943",0.246760235760376,0.447543918159739,0.388600404379341,"Gls2/Cyp4f15/Gad1",3
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","2/218","127/28943",0.248164902412253,0.449737965329983,0.39050548583166,"Reln/Atp2b2",2
"GO:0001953","GO:0001953","negative regulation of cell-matrix adhesion","1/218","38/28943",0.249852615679823,0.451378217990095,0.391929709960601,"Src",1
"GO:0032438","GO:0032438","melanosome organization","1/218","38/28943",0.249852615679823,0.451378217990095,0.391929709960601,"Shroom2",1
"GO:0072210","GO:0072210","metanephric nephron development","1/218","38/28943",0.249852615679823,0.451378217990095,0.391929709960601,"Egr1",1
"GO:0099590","GO:0099590","neurotransmitter receptor internalization","1/218","38/28943",0.249852615679823,0.451378217990095,0.391929709960601,"Arc",1
"GO:0048565","GO:0048565","digestive tract development","2/218","128/28943",0.250949844562792,0.453005705325791,0.39334285001482,"Fgf9/Src",2
"GO:0016042","GO:0016042","lipid catabolic process","4/218","338/28943",0.251301318078076,0.453285489293293,0.393585785196148,"Akr1c18/Pla2g4b/Plcxd2/Cyp4f15",4
"GO:0007188","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","3/218","231/28943",0.252794261282993,0.455622156859269,0.395614703307184,"Crhr1/Chrm2/Rims2",3
"GO:0008286","GO:0008286","insulin receptor signaling pathway","2/218","129/28943",0.253735674819096,0.456605461628436,0.396468502488497,"Prkca/Src",2
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","2/218","129/28943",0.253735674819096,0.456605461628436,0.396468502488497,"Chtf18/Src",2
"GO:0048545","GO:0048545","response to steroid hormone","3/218","232/28943",0.254810454943381,0.457301787327399,0.397073119012635,"ND3/Npas4/Src",3
"GO:0006775","GO:0006775","fat-soluble vitamin metabolic process","1/218","39/28943",0.255510188064594,0.457301787327399,0.397073119012635,"Cyp4f15",1
"GO:0016233","GO:0016233","telomere capping","1/218","39/28943",0.255510188064594,0.457301787327399,0.397073119012635,"Dclre1a",1
"GO:0031114","GO:0031114","regulation of microtubule depolymerization","1/218","39/28943",0.255510188064594,0.457301787327399,0.397073119012635,"Gas2l2",1
