"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity","6/1211","45/28943",0.0107000884133486,0.0296689085164186,0.0162871069595578,"Abi3/Adam17/Tgfa/Pdgfb/Hbegf/Nedd9",6
"GO:0046883","GO:0046883","regulation of hormone secretion","22/1211","308/28943",0.0107972054152772,0.0299233782934029,0.0164268012281698,"Spp1/Anxa1/Birc5/Dab2/Cd38/Il1b/Igfbp3/Tspo/Il11/Tcirg1/Pde3b/Cpt1a/Rest/Runx1/Sox4/Edn1/Nnat/Hadh/Slc16a1/Anxa5/Chd7/Serp1",22
"GO:0051047","GO:0051047","positive regulation of secretion","28/1211","420/28943",0.0109010443215287,0.0301962162437598,0.0165765789282031,"Spp1/Lgals3/Fcer1g/Itgb2/Anxa2/Dab2/Cd38/Il1b/Ptafr/Sdc1/Itgam/Pla2g4a/Trem2/Il4ra/Syk/Oxt/Cd33/Ptges/Runx1/Sox4/Edn1/Nnat/Gnai2/Tmed10/Rhbdd1/Igf1/Sdc4/Serp1",28
"GO:0043112","GO:0043112","receptor metabolic process","8/1211","73/28943",0.0111324015796457,0.0308066112883376,0.0169116626867823,"Anxa2/Dab2/Laptm5/Lgmn/Rab29/Arap1/Dtx3l/Furin",8
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","8/1211","73/28943",0.0111324015796457,0.0308066112883376,0.0169116626867823,"Cxcl10/Sulf1/Mdk/Mmrn2/Pdgfra/Cdh1/Bmp7/Sall1",8
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","14/1211","168/28943",0.0112201504125544,0.0310341049188727,0.0170365480728117,"Dab2/Rnf213/Mdk/Tbx18/Wwtr1/Nxn/Cav1/Sox10/Frmd8/Limd1/Cdh1/Hdac1/Sox17/Bicc1",14
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","12/1211","135/28943",0.011270023108652,0.0311436550223567,0.0170966869300226,"Dab2/Mdk/Tbx18/Wwtr1/Cav1/Sox10/Frmd8/Limd1/Cdh1/Hdac1/Sox17/Bicc1",12
"GO:0006401","GO:0006401","RNA catabolic process","21/1211","291/28943",0.0112708781878802,0.0311436550223567,0.0170966869300226,"Apobec1/Vim/Tent5c/Slc11a1/Tnfrsf1b/Zfp36/Zc3hav1/Tent5a/Rnaset2a/Myd88/Zfp36l1/Tirap/Dna2/Pabpc1/Carhsp1/Ybx1/Pnpt1/Rnaseh2b/Mapkapk2/Pabpc4/Rbm38",21
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","7/1211","59/28943",0.0113059039044772,0.0312250334166553,0.017141360585995,"Lyn/Gsap/Adam17/Ifngr1/Psenen/Tmed10/Igf1",7
"GO:0021675","GO:0021675","nerve development","9/1211","88/28943",0.0113190128540105,0.031235100219453,0.0171468868794148,"Sulf1/Nrp2/Tcirg1/Edn1/Mafb/Nrp1/Vcam1/Chd7/Sall1",9
"GO:0014020","GO:0014020","primary neural tube formation","11/1211","119/28943",0.0113207022755739,0.031235100219453,0.0171468868794148,"Tgif1/Spint1/Vasp/Pfn1/Plxnb2/Adm/Bmp7/Zic5/Sdc4/Rara/Sall1",11
"GO:0002438","GO:0002438","acute inflammatory response to antigenic stimulus","5/1211","33/28943",0.0113865640317441,0.0313088586852227,0.0171873774832569,"Fcgr1/Fcer1g/Fcgr3/Icam1/Fcgr2b",5
"GO:0006921","GO:0006921","cellular component disassembly involved in execution phase of apoptosis","5/1211","33/28943",0.0113865640317441,0.0313088586852227,0.0171873774832569,"Top2a/Igfbp3/Cd24a/Cdkn2a/Bax",5
"GO:0040036","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","5/1211","33/28943",0.0113865640317441,0.0313088586852227,0.0171873774832569,"Creb3l1/Sulf1/Fgfrl1/Pdgfb/Smoc2",5
"GO:0050999","GO:0050999","regulation of nitric-oxide synthase activity","5/1211","33/28943",0.0113865640317441,0.0313088586852227,0.0171873774832569,"Il1b/Gch1/Cav1/Scarb1/Gla",5
"GO:0061037","GO:0061037","negative regulation of cartilage development","5/1211","33/28943",0.0113865640317441,0.0313088586852227,0.0171873774832569,"Efemp1/Ccn4/Ctsk/Rara/Tgfbr1",5
"GO:1904706","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","5/1211","33/28943",0.0113865640317441,0.0313088586852227,0.0171873774832569,"Hmox1/S1pr2/Efemp2/Cdkn1a/Cav1",5
"GO:1905314","GO:1905314","semi-lunar valve development","5/1211","33/28943",0.0113865640317441,0.0313088586852227,0.0171873774832569,"Tnfrsf1b/Tnfrsf1a/Rb1/Jag1/Nos3",5
"GO:0015698","GO:0015698","inorganic anion transport","13/1211","152/28943",0.0116232802112351,0.0319440591085024,0.017536078455151,"Slc11a1/Clic1/Enpp1/Ptafr/Tspo/P2ry6/Slc12a7/Cebpb/Ano6/Racgap1/Clic4/Slc26a2/Abcb1a",13
"GO:0032984","GO:0032984","protein-containing complex disassembly","18/1211","238/28943",0.0116333966741233,0.0319561818400024,0.0175427333755527,"Ckap2/Capg/Plek/Tpx2/Irgm1/Nes/Dysf/Igtp/Lima1/Eps8/Gsn/Nostrin/Svil/Tmod3/Swap70/Lamp2/Add3/Lix1l",18
"GO:0006457","GO:0006457","protein folding","14/1211","169/28943",0.0117780653057138,0.0323377175378935,0.0177521820216666,"Ppic/Grn/H2-DMb1/Hspb6/B2m/Fkbp10/Erp44/Pdia5/P3h1/Hspb1/Sdf2l1/P4hb/Fkbp9/H2-DMa",14
"GO:0000045","GO:0000045","autophagosome assembly","10/1211","104/28943",0.0118477265106072,0.0325073533963917,0.0178453056824177,"Ctsd/Sting1/Irgm1/Tcirg1/Rnf5/Nupr1/Igtp/Bag3/Ralb/Rab43",10
"GO:0001783","GO:0001783","B cell apoptotic process","6/1211","46/28943",0.0118804771295151,0.0325073533963917,0.0178453056824177,"Cd44/Cd24a/Lyn/Bak1/Bax/Bcl2a1a",6
"GO:0002691","GO:0002691","regulation of cellular extravasation","6/1211","46/28943",0.0118804771295151,0.0325073533963917,0.0178453056824177,"Adam8/Ptafr/Icam1/Gcnt1/Pecam1/Mdk",6
"GO:0032373","GO:0032373","positive regulation of sterol transport","6/1211","46/28943",0.0118804771295151,0.0325073533963917,0.0178453056824177,"Anxa2/Trem2/Ldlrap1/Abca1/Cav1/Nfkbia",6
"GO:0032376","GO:0032376","positive regulation of cholesterol transport","6/1211","46/28943",0.0118804771295151,0.0325073533963917,0.0178453056824177,"Anxa2/Trem2/Ldlrap1/Abca1/Cav1/Nfkbia",6
"GO:0032768","GO:0032768","regulation of monooxygenase activity","6/1211","46/28943",0.0118804771295151,0.0325073533963917,0.0178453056824177,"Il1b/Gch1/Cav1/Scarb1/Nfkb1/Gla",6
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","6/1211","46/28943",0.0118804771295151,0.0325073533963917,0.0178453056824177,"Cdk1/Ccnb1/Ccn4/Edn1/Trip10/Igf1",6
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","11/1211","120/28943",0.0120068855131474,0.0325492443016254,0.0178683022026232,"Cxcl10/Ptprc/P2ry6/Ptpn6/Ccr5/Lyn/Flna/Capn3/Bax/F2r/Chd7",11
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","11/1211","120/28943",0.0120068855131474,0.0325492443016254,0.0178683022026232,"Ccl12/Cxcl1/Ncf1/Fn1/Myd88/Cxcl5/Rest/Ifi27/Cx3cr1/Hdac1/Jun",11
"GO:0072009","GO:0072009","nephron epithelium development","11/1211","120/28943",0.0120068855131474,0.0325492443016254,0.0178683022026232,"Cd44/Foxd1/Cd24a/Pgf/Foxc1/Osr1/Wwtr1/Jag1/Timeless/Pdgfb/Sall1",11
"GO:0001542","GO:0001542","ovulation from ovarian follicle","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Pla2g4a/Adamts1/Nos3",3
"GO:0002664","GO:0002664","regulation of T cell tolerance induction","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Tgfbr2/Cd86/Runx1",3
"GO:0002885","GO:0002885","positive regulation of hypersensitivity","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Fcgr1/Fcer1g/Fcgr3",3
"GO:0006266","GO:0006266","DNA ligation","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Top2a/Parp3/Lig1",3
"GO:0009404","GO:0009404","toxin metabolic process","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Cyp1b1/Nfe2l2/As3mt",3
"GO:0010572","GO:0010572","positive regulation of platelet activation","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Plek/Pla2g4a/Flna",3
"GO:0014842","GO:0014842","regulation of skeletal muscle satellite cell proliferation","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Cflar/Stat3/Angpt1",3
"GO:0032490","GO:0032490","detection of molecule of bacterial origin","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Lbp/Trem2/Scarb1",3
"GO:0034135","GO:0034135","regulation of toll-like receptor 2 signaling pathway","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Trem2/Lyn/Tirap",3
"GO:0034154","GO:0034154","toll-like receptor 7 signaling pathway","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Rsad2/Havcr2/Unc93b1",3
"GO:0036005","GO:0036005","response to macrophage colony-stimulating factor","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Trem2/Dok1/Csf1",3
"GO:0036006","GO:0036006","cellular response to macrophage colony-stimulating factor stimulus","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Trem2/Dok1/Csf1",3
"GO:0042989","GO:0042989","sequestering of actin monomers","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Pfn1/Gsn/Tmsb4x",3
"GO:0045741","GO:0045741","positive regulation of epidermal growth factor-activated receptor activity","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Adam17/Tgfa/Hbegf",3
"GO:0046598","GO:0046598","positive regulation of viral entry into host cell","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Lgals1/Trim30a/P4hb",3
"GO:0051987","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Birc5/Cdca8/Ccnb1",3
"GO:0060352","GO:0060352","cell adhesion molecule production","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Gcnt1/Cav1/Aqp4",3
"GO:0060623","GO:0060623","regulation of chromosome condensation","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Smc4/Ccnb1/Smc2",3
"GO:0060856","GO:0060856","establishment of blood-brain barrier","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Mxra8/Adgra2/Abcb1a",3
"GO:0061635","GO:0061635","regulation of protein complex stability","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Irgm1/Igtp/Tapbp",3
"GO:0070213","GO:0070213","protein auto-ADP-ribosylation","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Parp10/Parp3/Parp12",3
"GO:0070944","GO:0070944","neutrophil-mediated killing of bacterium","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Ncf1/Myd88/Cxcl5",3
"GO:0071281","GO:0071281","cellular response to iron ion","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Hmox1/Trf/B2m",3
"GO:0071712","GO:0071712","ER-associated misfolded protein catabolic process","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Rnf5/Uggt1/Sdf2l1",3
"GO:0072182","GO:0072182","regulation of nephron tubule epithelial cell differentiation","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Cd24a/Osr1/Wwtr1",3
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Lgals1/Trim30a/P4hb",3
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Birc5/Cdca8/Mad2l1",3
"GO:0090267","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Birc5/Cdca8/Mad2l1",3
"GO:0099004","GO:0099004","calmodulin dependent kinase signaling pathway","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Trem2/Irgm1/Igtp",3
"GO:0140052","GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Cd68/Trem2/Myd88",3
"GO:1903028","GO:1903028","positive regulation of opsonization","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Cfb/C4b/Cfp",3
"GO:1904672","GO:1904672","regulation of somatic stem cell population maintenance","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Taf6l/Tcf7l1/Bmp7",3
"GO:1905245","GO:1905245","regulation of aspartic-type peptidase activity","3/1211","12/28943",0.0121049948009794,0.0325492443016254,0.0178683022026232,"Grn/Lyn/Tmed10",3
"GO:0010827","GO:0010827","regulation of glucose transmembrane transport","9/1211","89/28943",0.0121390194093382,0.0325937908493303,0.0178927565699535,"Enpp1/Il1b/Hk2/Prkcd/Nfe2l2/Fabp5/Edn1/Igf1/Sh2b2",9
"GO:0031507","GO:0031507","heterochromatin formation","9/1211","89/28943",0.0121390194093382,0.0325937908493303,0.0178927565699535,"Apobec1/Hells/Cdk2/Baz1a/Lmnb1/Rb1/Hdac1/Ezh2/Mbd2",9
"GO:1900542","GO:1900542","regulation of purine nucleotide metabolic process","9/1211","89/28943",0.0121390194093382,0.0325937908493303,0.0178927565699535,"Tspo/Trem2/Nupr1/Ier3/Lacc1/Nos3/Stat3/Gpd1/Igf1",9
"GO:0010039","GO:0010039","response to iron ion","4/1211","22/28943",0.0122075823640538,0.0326682603062901,0.0179336374810275,"Hmox1/Trf/B2m/Casp6",4
"GO:0034312","GO:0034312","diol biosynthetic process","4/1211","22/28943",0.0122075823640538,0.0326682603062901,0.0179336374810275,"Gch1/Acer2/Acer3/Sptlc2",4
"GO:0046519","GO:0046519","sphingoid metabolic process","4/1211","22/28943",0.0122075823640538,0.0326682603062901,0.0179336374810275,"Acer2/Plpp2/Acer3/Sptlc2",4
"GO:0046782","GO:0046782","regulation of viral transcription","4/1211","22/28943",0.0122075823640538,0.0326682603062901,0.0179336374810275,"Zfp36/Mdfic/Sp100/Pfn1",4
"GO:0097202","GO:0097202","activation of cysteine-type endopeptidase activity","4/1211","22/28943",0.0122075823640538,0.0326682603062901,0.0179336374810275,"Pycard/Lgmn/Bak1/Casp6",4
"GO:1900424","GO:1900424","regulation of defense response to bacterium","4/1211","22/28943",0.0122075823640538,0.0326682603062901,0.0179336374810275,"Lgals9/Havcr2/Grn/Mmrn2",4
"GO:2000810","GO:2000810","regulation of bicellular tight junction assembly","4/1211","22/28943",0.0122075823640538,0.0326682603062901,0.0179336374810275,"Snai1/F11r/Myo1c/Cldn5",4
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","13/1211","153/28943",0.012232019389004,0.0327180232081239,0.0179609554291865,"Cxcl10/Gpr65/Adgre1/Abca1/S1pr2/Adgre5/Adgrf5/Adgrl4/Adm/Gnai2/Ramp2/Akap13/Grk5",13
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","15/1211","187/28943",0.0123269632707287,0.0329405158775532,0.0180830954769981,"Foxm1/Dab2/Ptprc/Il1b/Trem2/Dok1/Ptpn6/Fbln1/Lyn/Prkcd/Cav1/Bmp7/Csk/Klf4/Igf1",15
"GO:0048592","GO:0048592","eye morphogenesis","15/1211","187/28943",0.0123269632707287,0.0329405158775532,0.0180830954769981,"Col5a2/Ikzf1/Cfh/Naglu/Bak1/Jag1/Casp6/Prdm1/Kdr/Bax/Pdgfb/Stat3/Bmp7/Gas1/Col8a1",15
"GO:0060443","GO:0060443","mammary gland morphogenesis","7/1211","60/28943",0.0123496752574579,0.0329697479108778,0.0180991427560255,"Tgfbr2/Stat5a/Csf1/Cdkn2a/Cav1/Bax/Nfkb1",7
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","7/1211","60/28943",0.0123496752574579,0.0329697479108778,0.0180991427560255,"Slc1a5/Slc11a1/Slc38a5/Itgb1/Slc22a2/Slc7a11/Septin2",7
"GO:0072175","GO:0072175","epithelial tube formation","14/1211","170/28943",0.0123573297085095,0.0329744657919778,0.0181017326940428,"Tgif1/Spint1/Vasp/Osr1/Pfn1/Mmrn2/Plxnb2/Sox4/Adm/Bmp7/Zic5/Sdc4/Rara/Sall1",14
"GO:0042593","GO:0042593","glucose homeostasis","21/1211","294/28943",0.0125401070820378,0.0334462570316636,0.0183607282138508,"Birc5/Enpp1/Hk2/Icam1/Cebpa/Slc12a7/Pde3b/Prcp/Ccn4/Fabp5/Adgrf5/Sox4/Cdkn2a/Aqp4/Vcam1/Stat3/Slc16a1/Crtc2/Igf1/Sh2b2/Rack1",21
"GO:0050852","GO:0050852","T cell receptor signaling pathway","12/1211","137/28943",0.0125675151648314,0.0334715418156066,0.0183746086024839,"Lgals3/Tec/Ptprc/Laptm5/Fyb/Ptpn6/Lcp2/Rab29/Elf1/Nectin2/Rftn1/Nfkbiz",12
"GO:0061982","GO:0061982","meiosis I cell cycle process","12/1211","137/28943",0.0125675151648314,0.0334715418156066,0.0183746086024839,"Top2a/Birc5/Aurka/Plk1/Sgo2a/Fbxo5/Rad54l/Mnd1/Bcl2l11/Rad51ap1/Stag3/Pttg1",12
"GO:0090398","GO:0090398","cellular senescence","12/1211","137/28943",0.0125675151648314,0.0334715418156066,0.0183746086024839,"Prkcd/Spi1/B2m/Cgas/Fbxo5/Abi3/Cdkn1a/Cdk6/Cdkn2a/Cav1/Ybx1/Pnpt1",12
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","11/1211","121/28943",0.0127242837868049,0.0338568710165768,0.0185861397380958,"Dab2/Fbln1/Flna/Mdk/P4hb/Nrp1/Triobp/Lims1/St6gal1/Dock1/Nedd9",11
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","11/1211","121/28943",0.0127242837868049,0.0338568710165768,0.0185861397380958,"Cxcl10/Ptprc/P2ry6/Ptpn6/Ccr5/Lyn/Flna/Capn3/Bax/F2r/Chd7",11
"GO:0006633","GO:0006633","fatty acid biosynthetic process","13/1211","154/28943",0.0128650797017922,0.0341827852987372,0.0187650543338335,"Anxa1/Hacd4/Tbxas1/Il1b/Pla2g4a/Hpgds/Ptges/Fabp5/Edn1/Elovl1/Gstm4/Ptgs2/Ptgs1",13
"GO:0006839","GO:0006839","mitochondrial transport","13/1211","154/28943",0.0128650797017922,0.0341827852987372,0.0187650543338335,"Gimap5/Hk2/Eya2/Slc25a24/Bcl2l11/Ier3/Bak1/Bag3/Casp6/Cdkn2a/Bax/Slc25a20/Stat3",13
"GO:0016125","GO:0016125","sterol metabolic process","13/1211","154/28943",0.0128650797017922,0.0341827852987372,0.0187650543338335,"Ch25h/Ldlrap1/Cebpa/Lipa/Lbr/Abca1/Npc2/Lima1/Cyp26b1/Hsd3b7/Scarb1/Cyb5r3/Soat1",13
"GO:0010758","GO:0010758","regulation of macrophage chemotaxis","5/1211","34/28943",0.0129004756530146,0.0342119148354806,0.0187810453461203,"C5ar1/C3ar1/Cmklr1/Mdk/Csf1",5
"GO:0060402","GO:0060402","calcium ion transport into cytosol","5/1211","34/28943",0.0129004756530146,0.0342119148354806,0.0187810453461203,"Gimap5/Bak1/Cav1/Bax/P2rx4",5
"GO:1903959","GO:1903959","regulation of anion transmembrane transport","5/1211","34/28943",0.0129004756530146,0.0342119148354806,0.0187810453461203,"Ptafr/Ripk1/Itgb1/Septin2/Abcb1a",5
"GO:1905476","GO:1905476","negative regulation of protein localization to membrane","5/1211","34/28943",0.0129004756530146,0.0342119148354806,0.0187810453461203,"Dab2/Abi3/Cdh1/Csk/Tmbim1",5
"GO:0033500","GO:0033500","carbohydrate homeostasis","21/1211","295/28943",0.0129876053452354,0.0344266812771716,0.0188989439875621,"Birc5/Enpp1/Hk2/Icam1/Cebpa/Slc12a7/Pde3b/Prcp/Ccn4/Fabp5/Adgrf5/Sox4/Cdkn2a/Aqp4/Vcam1/Stat3/Slc16a1/Crtc2/Igf1/Sh2b2/Rack1",21
"GO:0016445","GO:0016445","somatic diversification of immunoglobulins","8/1211","75/28943",0.0129950350365641,0.0344300810027416,0.0189008103081232,"Ptprc/Cd40/Parp3/Tnfsf13/Swap70/Cyren/Samhd1/Ezh2",8
"GO:0045995","GO:0045995","regulation of embryonic development","9/1211","90/28943",0.0130024806205466,0.0344335196007951,0.0189026979682054,"Tgif1/Phldb2/Osr1/Nfe2l2/Tbx18/Jag1/Racgap1/Lama4/Sox17",9
"GO:0042789","GO:0042789","mRNA transcription by RNA polymerase II","6/1211","47/28943",0.0131495909957462,0.0348066442188915,0.0191075292501117,"Anxa2/Enpp1/Taf6/Flna/Stat3/Rara",6
"GO:0120032","GO:0120032","regulation of plasma membrane bounded cell projection assembly","16/1211","206/28943",0.0132667307051784,0.0351001221916412,0.0192686375406241,"Rac2/Icam1/Prkcd/Abi3/Pfn1/Arap1/Eps8/Myo10/Podxl/Dpysl3/Nrp1/Plce1/Cav1/Cdc42ep4/Rhog/Tgfbr1",16
"GO:0048562","GO:0048562","embryonic organ morphogenesis","23/1211","333/28943",0.01348140447168,0.035651249502304,0.0195711855582612,"Mmp14/Enpp1/Prrx2/Aldh1a2/Msx1/Prrx1/Tgfbr2/Naglu/Osr1/Tbx18/Pdgfra/Rest/Edn1/Mafb/Hlx/Triobp/Slc39a1/Tead1/Bmp7/Gas1/Chd7/Sox17/Tgfbr1",23
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","14/1211","172/28943",0.0135819941137792,0.0359003062913059,0.0197079083015072,"Anxa1/Dab2/Il1b/Ptafr/P2ry6/Cd244a/Pla2g4a/Trem2/Cpt1a/Nos3/Stat3/Gpd1/Ptgs2/Igf1",14
"GO:0009913","GO:0009913","epidermal cell differentiation","18/1211","242/28943",0.0136141983577224,0.0359684551894354,0.0197453194651972,"Anxa1/Zfp36/Palld/Foxc1/Zfp36l1/Lamc1/Cyp26b1/Txnip/Rest/Jag1/Mafb/Triobp/Clic4/Hdac1/Ptgs2/Klf4/Ptgs1/Ezh2",18
"GO:0032273","GO:0032273","positive regulation of protein polymerization","9/1211","91/28943",0.0139107012374167,0.0367171713622861,0.020156336283791,"Fes/Icam1/Nckap1l/Pycard/Vasp/Pfn1/Myo1c/Cav1/Cdc42ep4",9
"GO:0046888","GO:0046888","negative regulation of hormone secretion","9/1211","91/28943",0.0139107012374167,0.0367171713622861,0.020156336283791,"Il1b/Igfbp3/Tspo/Il11/Pde3b/Rest/Edn1/Hadh/Anxa5",9
"GO:0034754","GO:0034754","cellular hormone metabolic process","12/1211","139/28943",0.0139763940655596,0.0368731903726799,0.0202419848107195,"Spp1/Cyp1b1/Dab2/Aldh1a2/Rbp1/Dhrs3/Pdgfra/Cyp26b1/Rest/Sgpl1/Adm/Scarb1",12
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","11/1211","123/28943",0.014256147551981,0.037439129017809,0.0205526636899463,"Cxcl10/Ptprc/P2ry6/Ptpn6/Ccr5/Lyn/Flna/Capn3/Bax/F2r/Chd7",11
"GO:1902414","GO:1902414","protein localization to cell junction","11/1211","123/28943",0.014256147551981,0.037439129017809,0.0205526636899463,"Cdh5/Pecam1/F11r/Flna/Snap23/Cgnl1/Hspb1/Zdhhc12/Heg1/Gpc4/Abcb1a",11
"GO:0001657","GO:0001657","ureteric bud development","10/1211","107/28943",0.0142749543476243,0.037439129017809,0.0205526636899463,"Cd44/Foxd1/Vcan/Pgf/Foxc1/Osr1/Timeless/Bmp7/Rara/Sall1",10
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","10/1211","107/28943",0.0142749543476243,0.037439129017809,0.0205526636899463,"Tnfrsf1b/Tnfrsf1a/Ccn4/Edn1/Pdlim5/Trip10/Akap13/P2rx4/Igf1/Ezh2",10
"GO:0060993","GO:0060993","kidney morphogenesis","10/1211","107/28943",0.0142749543476243,0.037439129017809,0.0205526636899463,"Cd44/Foxd1/Gcnt1/Pgf/Osr1/Wwtr1/Sox4/Timeless/Bmp7/Sall1",10
"GO:0000303","GO:0000303","response to superoxide","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Gch1/Nfe2l2/Nos3/Prdx1",4
"GO:0002864","GO:0002864","regulation of acute inflammatory response to antigenic stimulus","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Fcgr1/Fcer1g/Fcgr3/Fcgr2b",4
"GO:0010984","GO:0010984","regulation of lipoprotein particle clearance","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Anxa2/Trem2/Ldlrap1/Csk",4
"GO:0019835","GO:0019835","cytolysis","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Fgl2/Lyz2/Lbp/Ninj1",4
"GO:0031649","GO:0031649","heat generation","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Il1b/Ccr5/Ptges/Ptgs2",4
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Timp1/Adam8/Il1b/Tnfrsf1b",4
"GO:0072202","GO:0072202","cell differentiation involved in metanephros development","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Osr1/Wwtr1/Pdgfb/Sall1",4
"GO:0072677","GO:0072677","eosinophil migration","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Lgals3/Ccl12/Ccl4/Adam8",4
"GO:1900120","GO:1900120","regulation of receptor binding","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Lox/Mmp9/Anxa2/B2m",4
"GO:1902894","GO:1902894","negative regulation of miRNA transcription","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Rest/Pdgfb/Rara/Tgfbr1",4
"GO:1903579","GO:1903579","negative regulation of ATP metabolic process","4/1211","23/28943",0.0142978569843052,0.037439129017809,0.0205526636899463,"Tspo/Nupr1/Ier3/Stat3",4
"GO:0045165","GO:0045165","cell fate commitment","21/1211","298/28943",0.0144066834254702,0.0376888528099294,0.0206897525926392,"Sox18/Prrx1/Tgfb1i1/Ctsl/Sh3pxd2b/Tbx18/Itgb1/Cyp26b1/Runx1/Prdm1/Edn1/Kdr/Mta3/Stat3/Gas1/Nkx2-2/Hdac1/Nr2f2/Rara/Sox17/Tgfbr1",21
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","21/1211","298/28943",0.0144066834254702,0.0376888528099294,0.0206897525926392,"Anxa1/Hacd4/Tbxas1/Il1b/Alox5ap/Pla2g4a/Aldh1a2/Hpgds/Rbp1/Syk/Plod2/Ptges/Fabp5/Edn1/Elovl1/Ggt5/Gstm4/Ptgs2/Ptgs1/Mtap/Shmt2",21
